Network_type,Operator,State,Signal_strength_dBm,No_of_Issues_Resolved,Plan_Type,Months_Active,Latency_Score,Customer_Churn
4G,BSNL,Telangana,-90.78,5,3 Months Plan,80,45.34464317184111,0
4G,BSNL,Telangana,-87.02,11,3 Months Plan,80,38.18965390407076,0
4G,BSNL,Maharashtra,-101.29,0,Yearly Plan,15,63.958914370414455,0
4G,BSNL,Telangana,-104.1,12,Monthly Plan,48,68.74667911892693,1
4G,BSNL,Kerala,-80.09,0,3 Months Plan,16,26.053441746896933,0
4G,BSNL,Karnataka,-101.82,1,Yearly Plan,4,63.06361528764663,0
4G,BSNL,Kerala,-109.53,9,3 Months Plan,4,80.9486966678336,1
4G,BSNL,Telangana,-101.92,1,Yearly Plan,118,65.15123582131615,0
4G,BSNL,Tamil Nadu,-99.9,6,Yearly Plan,33,61.89893587061336,1
4G,BSNL,Rajasthan,-94.44,1,Yearly Plan,5,51.15552361937294,0
4G,BSNL,West Bengal,-96.79,3,Monthly Plan,117,54.62519035445733,0
4G,BSNL,Bihar,-74.77,0,Yearly Plan,18,16.633733102401408,0
4G,BSNL,Gujarat,-106.38,5,3 Months Plan,96,72.11543155693673,0
4G,BSNL,Bihar,-96.43,6,Monthly Plan,95,53.158064959367344,0
4G,BSNL,Maharashtra,-100.11,0,3 Months Plan,13,62.86536424386432,0
4G,BSNL,Uttar Pradesh,-96.97,9,3 Months Plan,38,55.198371337270856,1
4G,BSNL,Gujarat,-74.69,12,Yearly Plan,69,17.60052289160472,0
4G,BSNL,Punjab,-102.02,14,3 Months Plan,29,65.22565511124866,1
4G,BSNL,Madhya Pradesh,-89.06,1,Yearly Plan,44,41.96446633963903,0
4G,BSNL,Rajasthan,-94.25,15,3 Months Plan,30,50.87787394690076,1
4G,BSNL,Andhra Pradesh,-95.87,8,Yearly Plan,16,54.7255320330327,1
4G,BSNL,West Bengal,-89.18,9,Yearly Plan,78,41.71581829177792,0
4G,BSNL,Andhra Pradesh,-73.87,10,Monthly Plan,47,15.27874977775226,0
4G,BSNL,Bihar,-71.07,11,3 Months Plan,26,12.459365020559057,1
4G,BSNL,Karnataka,-117.61,0,3 Months Plan,31,89.37942064441945,1
4G,BSNL,Madhya Pradesh,-94.16,3,Monthly Plan,98,52.26316001102232,0
4G,BSNL,Bihar,-112.36,9,3 Months Plan,73,85.55630966869278,1
4G,BSNL,Karnataka,-87.58,1,3 Months Plan,61,41.52029600912135,0
4G,BSNL,Kerala,-96.94,9,Yearly Plan,82,56.22706481384172,0
4G,BSNL,West Bengal,-99.45,3,Monthly Plan,40,60.603970842153785,0
4G,BSNL,Telangana,-98.68,10,3 Months Plan,88,61.32179912517714,0
4G,BSNL,Maharashtra,-118.59,6,Yearly Plan,27,92.8901756568532,1
4G,BSNL,Andhra Pradesh,-101.74,2,Monthly Plan,101,63.906108075778825,0
4G,BSNL,Delhi,-116.13,2,Yearly Plan,91,90.5406160030321,0
4G,BSNL,Uttar Pradesh,-93.43,13,Yearly Plan,41,52.78840659505784,0
4G,BSNL,Andhra Pradesh,-113.03,9,3 Months Plan,58,87.05759708529469,1
4G,BSNL,Gujarat,-72.09,5,Yearly Plan,60,13.297969790175296,0
4G,BSNL,Punjab,-102.74,0,Yearly Plan,109,66.1162565106357,0
4G,BSNL,West Bengal,-73.52,0,3 Months Plan,68,13.520348601527193,0
4G,BSNL,Maharashtra,-119.99,0,3 Months Plan,59,94.44325446244586,0
4G,BSNL,Tamil Nadu,-113.37,6,3 Months Plan,85,82.87446760388195,0
4G,BSNL,Punjab,-74.23,7,Monthly Plan,67,17.119625132668403,0
4G,BSNL,Gujarat,-76.14,7,Yearly Plan,37,20.57245542435105,0
4G,BSNL,West Bengal,-98.72,1,Yearly Plan,86,58.33566154370402,0
4G,BSNL,Bihar,-98.84,5,Monthly Plan,120,58.95956599589278,0
4G,BSNL,Delhi,-96.31,0,3 Months Plan,11,55.719701235252096,0
4G,BSNL,Tamil Nadu,-102.02,5,3 Months Plan,101,66.48716630743608,0
4G,BSNL,Rajasthan,-115.42,0,Yearly Plan,1,89.5437501907138,1
4G,BSNL,Bihar,-114.43,7,Monthly Plan,42,85.45414754110135,1
4G,BSNL,Kerala,-92.35,12,Monthly Plan,99,49.696102552150336,0
4G,BSNL,Uttar Pradesh,-91.04,0,3 Months Plan,81,46.5921805343083,0
4G,BSNL,Rajasthan,-73.8,10,3 Months Plan,68,16.68878321390741,0
4G,BSNL,Tamil Nadu,-86.96,0,Monthly Plan,116,38.23932300309869,0
4G,BSNL,Karnataka,-111.56,0,Monthly Plan,16,79.69551652737749,1
4G,BSNL,Rajasthan,-84.43,9,Yearly Plan,89,34.75933314466507,0
4G,BSNL,Bihar,-86.81,7,Monthly Plan,77,37.73607050073812,1
4G,BSNL,Madhya Pradesh,-116.14,1,Monthly Plan,16,91.68915844026884,1
4G,BSNL,Uttar Pradesh,-117.42,2,Yearly Plan,46,92.03876850831848,1
4G,BSNL,Andhra Pradesh,-117.13,8,Yearly Plan,92,90.88496632473203,1
4G,BSNL,Rajasthan,-106.58,0,Monthly Plan,89,73.53938628074455,0
4G,BSNL,Punjab,-107.38,3,Yearly Plan,11,72.85677971064666,0
4G,BSNL,Bihar,-115.52,5,3 Months Plan,33,89.22468321990684,1
4G,BSNL,Andhra Pradesh,-80.85,10,Monthly Plan,108,27.94393842138589,0
4G,BSNL,Karnataka,-98.09,6,Yearly Plan,5,57.82055923402776,1
4G,BSNL,Maharashtra,-102.68,7,3 Months Plan,84,66.04746930214536,0
4G,BSNL,Andhra Pradesh,-72.17,9,Monthly Plan,82,13.81467650192192,1
4G,BSNL,Telangana,-108.48,9,Yearly Plan,105,75.62655960747561,1
4G,BSNL,Andhra Pradesh,-97.06,7,3 Months Plan,60,56.36432049584482,0
4G,BSNL,Gujarat,-71.69,3,Yearly Plan,16,12.335807298571677,0
4G,BSNL,Gujarat,-75.08,1,Monthly Plan,48,20.525076155555723,0
4G,BSNL,Tamil Nadu,-82.99,8,Yearly Plan,61,33.89435635816353,0
4G,BSNL,Madhya Pradesh,-101.24,6,Yearly Plan,99,63.51855129300901,0
4G,BSNL,Delhi,-97.42,2,Yearly Plan,98,57.509614070851775,0
4G,BSNL,Delhi,-96.39,6,3 Months Plan,111,54.66061796615915,0
4G,BSNL,West Bengal,-83.32,3,3 Months Plan,79,34.19466108203008,0
4G,BSNL,Tamil Nadu,-71.18,4,Monthly Plan,58,11.147610608253562,0
4G,BSNL,Punjab,-101.12,2,Monthly Plan,3,63.27380764287969,0
4G,BSNL,Rajasthan,-83.5,0,Monthly Plan,90,32.531616054251934,0
4G,BSNL,Gujarat,-89.07,0,3 Months Plan,77,41.422853232045085,0
4G,BSNL,Karnataka,-117.29,12,Yearly Plan,3,89.3488778396124,1
4G,BSNL,Punjab,-86.75,11,Yearly Plan,68,36.08262892949581,0
4G,BSNL,Delhi,-97.79,7,3 Months Plan,99,57.40447851028821,0
4G,BSNL,Uttar Pradesh,-86.6,0,Monthly Plan,40,40.581379422634754,0
4G,BSNL,Madhya Pradesh,-95.94,0,Monthly Plan,8,53.71020485427208,0
4G,BSNL,Maharashtra,-91.18,11,Yearly Plan,17,48.729275055006006,0
4G,BSNL,Tamil Nadu,-88.13,6,Monthly Plan,35,42.25968760204158,0
4G,BSNL,Tamil Nadu,-110.2,0,Yearly Plan,78,80.8459015652766,0
4G,BSNL,Telangana,-108.37,4,Yearly Plan,41,73.99434931451606,1
4G,BSNL,Karnataka,-75.86,0,3 Months Plan,48,22.45857816621237,0
4G,BSNL,Gujarat,-100.61,6,Yearly Plan,112,62.274715195918375,1
4G,BSNL,Madhya Pradesh,-117.12,0,3 Months Plan,4,92.43588551727164,1
4G,BSNL,Karnataka,-87.0,0,Yearly Plan,47,40.561883751546176,0
4G,BSNL,Karnataka,-115.27,14,Monthly Plan,21,87.45594358187574,1
4G,BSNL,Tamil Nadu,-97.53,13,3 Months Plan,48,55.97357263931364,0
4G,BSNL,Karnataka,-83.29,0,3 Months Plan,39,33.985285604498074,0
4G,BSNL,Andhra Pradesh,-76.11,13,3 Months Plan,32,19.02268984489292,0
4G,BSNL,Delhi,-94.55,10,3 Months Plan,75,50.39694277291448,0
4G,BSNL,Maharashtra,-110.76,1,Monthly Plan,33,77.66175062830017,1
4G,BSNL,Maharashtra,-107.22,11,3 Months Plan,118,74.43716837493966,0
4G,BSNL,Madhya Pradesh,-82.33,8,Monthly Plan,118,31.354827071117075,0
4G,BSNL,Rajasthan,-113.03,0,Yearly Plan,49,85.02945615556186,1
4G,BSNL,Delhi,-118.48,1,3 Months Plan,4,95.9743548097655,0
4G,BSNL,Rajasthan,-77.18,11,Monthly Plan,13,23.059269126945846,1
4G,BSNL,Kerala,-77.03,1,Monthly Plan,116,23.66583154817248,0
4G,BSNL,Punjab,-72.97,13,Yearly Plan,59,16.09148613627236,0
4G,BSNL,Karnataka,-92.19,1,Yearly Plan,97,48.93551571896207,0
4G,BSNL,Gujarat,-113.24,5,Monthly Plan,52,85.41350665658226,1
4G,BSNL,Telangana,-96.46,11,Yearly Plan,13,56.51397712284625,1
4G,BSNL,Uttar Pradesh,-98.9,0,Yearly Plan,34,61.82592073270787,0
4G,BSNL,Kerala,-97.71,3,Yearly Plan,80,58.9299505871352,0
4G,BSNL,Madhya Pradesh,-85.56,2,3 Months Plan,24,39.51956808969227,0
4G,BSNL,Telangana,-117.61,11,3 Months Plan,86,92.33260555709673,1
4G,BSNL,Andhra Pradesh,-85.41,8,Monthly Plan,36,36.2946374361378,1
4G,BSNL,Tamil Nadu,-90.66,9,Monthly Plan,102,46.161374942699744,1
4G,BSNL,Bihar,-84.79,5,Monthly Plan,99,34.38585696207892,0
4G,BSNL,Rajasthan,-80.83,4,3 Months Plan,40,27.63452038530624,0
4G,BSNL,West Bengal,-95.16,5,3 Months Plan,97,52.73887384505481,0
4G,BSNL,West Bengal,-73.74,7,Yearly Plan,54,14.289183229569652,0
4G,BSNL,Tamil Nadu,-90.41,2,Monthly Plan,9,43.8879703718947,0
4G,BSNL,West Bengal,-81.68,15,3 Months Plan,66,30.73640075076776,0
4G,BSNL,Gujarat,-87.93,12,Yearly Plan,43,41.314615951923926,1
4G,BSNL,Karnataka,-105.19,0,3 Months Plan,68,70.67987325265203,0
4G,BSNL,Uttar Pradesh,-117.06,0,Monthly Plan,70,93.14175893036392,1
4G,BSNL,Rajasthan,-74.43,0,Yearly Plan,63,19.198858090923608,0
4G,BSNL,Maharashtra,-70.72,6,Monthly Plan,47,9.515625105138731,0
4G,BSNL,Andhra Pradesh,-118.07,10,Yearly Plan,120,93.57731881852276,1
4G,BSNL,Kerala,-96.08,7,Monthly Plan,61,52.52433639270689,0
4G,BSNL,Tamil Nadu,-78.85,5,Monthly Plan,32,24.06203431694647,0
4G,BSNL,Maharashtra,-83.73,0,Yearly Plan,77,36.51127084889109,0
4G,BSNL,Rajasthan,-98.89,10,3 Months Plan,6,61.68427976967219,1
4G,BSNL,Karnataka,-105.57,0,Yearly Plan,75,71.71581589736657,0
4G,BSNL,Madhya Pradesh,-78.76,2,Monthly Plan,79,25.835693718491104,0
4G,BSNL,Bihar,-91.87,13,Yearly Plan,52,45.9762547926967,0
4G,BSNL,Kerala,-97.94,0,Yearly Plan,33,58.04919118061667,0
4G,BSNL,Andhra Pradesh,-78.35,0,3 Months Plan,81,22.90316885115625,0
4G,BSNL,Kerala,-94.06,0,Yearly Plan,96,52.468810770974805,0
4G,BSNL,Bihar,-73.87,8,Yearly Plan,118,17.952570186785536,0
4G,BSNL,West Bengal,-117.32,11,3 Months Plan,37,89.36649284902327,1
4G,BSNL,Andhra Pradesh,-95.6,2,3 Months Plan,107,51.28601627177896,0
4G,BSNL,West Bengal,-97.37,13,3 Months Plan,35,58.243695100156,1
4G,BSNL,West Bengal,-81.87,9,3 Months Plan,104,33.13543983048206,0
4G,BSNL,Andhra Pradesh,-82.37,7,Monthly Plan,19,31.615391284440804,0
4G,BSNL,Karnataka,-118.87,0,3 Months Plan,58,95.92667613501142,1
4G,BSNL,Tamil Nadu,-88.01,2,Yearly Plan,39,40.6111006734922,0
4G,BSNL,Telangana,-112.64,1,3 Months Plan,62,81.03114607117013,1
4G,BSNL,Uttar Pradesh,-89.54,0,Yearly Plan,94,43.20772500278496,0
4G,BSNL,Tamil Nadu,-111.73,12,3 Months Plan,88,82.51987005312397,1
4G,BSNL,Karnataka,-89.03,4,Yearly Plan,12,40.63883781644414,0
4G,BSNL,Delhi,-105.47,7,3 Months Plan,25,71.2648317801276,1
4G,BSNL,Tamil Nadu,-81.95,9,3 Months Plan,106,30.793873236663487,0
4G,BSNL,Gujarat,-79.59,0,3 Months Plan,97,26.57261267249762,0
4G,BSNL,Gujarat,-71.9,5,3 Months Plan,103,14.958735526910791,0
4G,BSNL,West Bengal,-114.95,1,Yearly Plan,41,87.96224756744432,1
4G,BSNL,Punjab,-91.57,4,3 Months Plan,114,47.83501036330679,0
4G,BSNL,Gujarat,-72.04,10,Yearly Plan,12,12.24735813774471,0
4G,BSNL,Andhra Pradesh,-74.41,1,Yearly Plan,56,18.21624315114884,0
4G,BSNL,Madhya Pradesh,-79.96,12,3 Months Plan,111,29.079835776772896,0
4G,BSNL,Telangana,-113.89,3,Monthly Plan,118,84.77451796191909,0
4G,BSNL,Tamil Nadu,-95.19,10,Monthly Plan,109,53.02002191787778,0
4G,BSNL,Uttar Pradesh,-71.25,5,Monthly Plan,27,10.660614966648634,0
4G,BSNL,Karnataka,-76.45,12,Yearly Plan,98,20.364790784764697,0
4G,BSNL,Gujarat,-84.96,1,Yearly Plan,97,36.04381394224389,0
4G,BSNL,Madhya Pradesh,-84.16,11,Monthly Plan,2,35.030721887356286,0
4G,BSNL,Madhya Pradesh,-75.15,11,Monthly Plan,58,19.278576238349743,0
4G,BSNL,Delhi,-102.79,6,3 Months Plan,67,67.30263401933072,1
4G,BSNL,Karnataka,-110.5,10,3 Months Plan,19,78.31074257806253,1
4G,BSNL,Karnataka,-96.01,13,Yearly Plan,109,54.75083432908927,0
4G,BSNL,Delhi,-119.87,14,Monthly Plan,24,97.66620434554986,1
4G,BSNL,Karnataka,-100.39,3,3 Months Plan,31,62.00026300301212,1
4G,BSNL,Karnataka,-72.21,12,3 Months Plan,105,11.54487592176842,0
4G,BSNL,Punjab,-90.67,1,Monthly Plan,20,46.08093358503482,0
4G,BSNL,Tamil Nadu,-96.52,14,3 Months Plan,115,54.71137858956929,0
4G,BSNL,West Bengal,-90.65,12,Yearly Plan,3,45.60199513340274,1
4G,BSNL,Maharashtra,-93.38,1,Monthly Plan,12,49.18523751262527,0
4G,BSNL,Andhra Pradesh,-92.23,11,Yearly Plan,98,47.9871839633072,0
4G,BSNL,West Bengal,-110.5,2,Yearly Plan,9,81.88767574584388,1
4G,BSNL,Gujarat,-78.24,2,Monthly Plan,75,25.53573037225546,0
4G,BSNL,Punjab,-109.51,0,3 Months Plan,64,77.33071413936257,0
4G,BSNL,Telangana,-87.52,8,3 Months Plan,120,41.59207865904873,0
4G,BSNL,Tamil Nadu,-96.27,6,3 Months Plan,71,55.09685970903554,0
4G,BSNL,Telangana,-81.58,5,Monthly Plan,83,27.84504186887873,0
4G,BSNL,Uttar Pradesh,-84.63,8,Yearly Plan,68,36.12517588079791,0
4G,BSNL,Gujarat,-92.89,3,Yearly Plan,85,49.46614227298627,0
4G,BSNL,Rajasthan,-108.96,14,Monthly Plan,95,75.45805553928469,1
4G,BSNL,Kerala,-111.11,10,Yearly Plan,33,79.79073421788642,1
4G,BSNL,Madhya Pradesh,-104.19,8,Monthly Plan,57,67.36697631328079,1
4G,BSNL,Punjab,-98.09,5,Monthly Plan,33,58.631065970347,0
4G,BSNL,Rajasthan,-117.22,6,Monthly Plan,24,88.92491017344804,1
4G,BSNL,Maharashtra,-110.45,13,3 Months Plan,48,78.57895426762124,1
4G,BSNL,Telangana,-87.57,14,Monthly Plan,49,41.04570176588334,0
4G,BSNL,Telangana,-98.78,5,Yearly Plan,55,61.05410893241704,0
4G,BSNL,Andhra Pradesh,-116.95,0,Yearly Plan,3,92.35457458409957,1
4G,BSNL,Uttar Pradesh,-104.09,0,3 Months Plan,90,68.3632915018133,0
4G,BSNL,Madhya Pradesh,-103.11,11,Monthly Plan,103,66.21573640585595,1
4G,BSNL,Gujarat,-102.74,14,Monthly Plan,87,67.33735097054483,1
4G,BSNL,Kerala,-118.35,9,Monthly Plan,48,91.6756851858134,1
4G,BSNL,Madhya Pradesh,-74.73,5,3 Months Plan,102,18.61724799780797,0
4G,BSNL,Tamil Nadu,-77.52,3,3 Months Plan,28,20.73458067853574,0
4G,BSNL,Kerala,-110.86,2,3 Months Plan,75,77.85772658557339,0
4G,BSNL,Telangana,-97.43,0,Yearly Plan,52,58.37892397433506,0
4G,BSNL,Maharashtra,-76.91,6,Monthly Plan,113,23.71166876673636,0
4G,BSNL,Gujarat,-98.67,4,Monthly Plan,109,57.01170725947657,0
4G,BSNL,Karnataka,-76.89,15,Monthly Plan,84,23.301008826363777,0
4G,BSNL,West Bengal,-82.1,12,Yearly Plan,31,30.701860299656268,0
4G,BSNL,Madhya Pradesh,-80.78,0,3 Months Plan,58,30.33317946004689,0
4G,BSNL,Kerala,-77.97,6,Yearly Plan,105,25.720334863194456,0
4G,BSNL,Rajasthan,-85.9,10,Monthly Plan,89,39.89087404894647,0
4G,BSNL,Kerala,-99.67,8,Monthly Plan,50,59.53355749928151,1
4G,BSNL,Gujarat,-101.31,1,Yearly Plan,45,62.213577001252304,0
4G,BSNL,Andhra Pradesh,-111.17,0,Yearly Plan,93,81.87776206902247,0
4G,BSNL,Bihar,-73.66,11,Yearly Plan,4,16.120581292710213,0
4G,BSNL,Madhya Pradesh,-114.26,13,Monthly Plan,83,85.2364218611314,1
4G,BSNL,Punjab,-96.4,0,Yearly Plan,59,57.474854046648616,0
4G,BSNL,West Bengal,-99.62,6,3 Months Plan,43,58.8218488494412,1
4G,BSNL,Karnataka,-106.52,6,3 Months Plan,35,70.58963029227195,1
4G,BSNL,Punjab,-116.82,7,Yearly Plan,49,90.56428791394492,1
4G,BSNL,Rajasthan,-83.76,2,Yearly Plan,67,33.2649007768293,0
4G,BSNL,Uttar Pradesh,-84.82,9,Monthly Plan,116,33.22249866961913,0
4G,BSNL,Punjab,-119.33,7,Yearly Plan,85,95.45098880732796,1
4G,BSNL,Karnataka,-80.16,11,3 Months Plan,110,27.058709113602752,0
4G,BSNL,Telangana,-106.87,2,Yearly Plan,92,71.05032222244871,0
4G,BSNL,Kerala,-85.9,0,3 Months Plan,117,36.56949213842566,0
4G,BSNL,Telangana,-112.69,0,Yearly Plan,100,84.59967149790104,0
4G,BSNL,Madhya Pradesh,-80.16,1,3 Months Plan,76,24.40836675500154,0
4G,BSNL,Bihar,-108.08,0,Yearly Plan,14,74.314900044223,0
4G,BSNL,Telangana,-115.18,2,Yearly Plan,28,89.01290760979794,1
4G,BSNL,Punjab,-81.6,7,Yearly Plan,34,29.359226286862,1
4G,BSNL,Kerala,-73.05,11,3 Months Plan,67,12.66606556040452,0
4G,BSNL,Tamil Nadu,-86.44,9,Monthly Plan,45,40.06452769852498,0
4G,BSNL,Bihar,-111.63,9,Monthly Plan,46,80.49411220275198,1
4G,BSNL,Tamil Nadu,-80.05,14,Monthly Plan,95,26.05070676011,0
4G,BSNL,Tamil Nadu,-73.07,0,Monthly Plan,11,15.451924671049277,0
4G,BSNL,West Bengal,-105.98,0,Yearly Plan,54,74.06161667022165,0
4G,BSNL,Bihar,-111.81,8,Yearly Plan,30,82.02188647769006,1
4G,BSNL,Punjab,-95.09,8,Monthly Plan,79,52.98958701624227,0
4G,BSNL,Delhi,-114.03,0,Monthly Plan,7,84.58987851586146,0
4G,BSNL,Telangana,-115.8,10,Monthly Plan,23,88.73336362468116,1
4G,BSNL,Andhra Pradesh,-97.75,7,Yearly Plan,111,56.69886419308538,0
4G,BSNL,Tamil Nadu,-85.91,9,3 Months Plan,111,36.47587266075132,0
4G,BSNL,Maharashtra,-110.05,11,3 Months Plan,34,78.75931864548814,1
4G,BSNL,Delhi,-112.91,2,Monthly Plan,80,84.69373619946194,0
4G,BSNL,Kerala,-116.88,1,Monthly Plan,63,88.37149008900799,1
4G,BSNL,Telangana,-107.5,14,3 Months Plan,61,73.52715060896085,1
4G,BSNL,Bihar,-94.08,5,Monthly Plan,76,52.374576100565065,1
4G,BSNL,Andhra Pradesh,-103.46,13,Yearly Plan,62,66.23471457153909,1
4G,BSNL,Punjab,-79.55,10,3 Months Plan,90,25.333065973708603,0
4G,BSNL,Delhi,-82.57,12,Monthly Plan,89,32.387921040241736,0
4G,BSNL,Madhya Pradesh,-101.44,3,Yearly Plan,54,65.42006061137127,1
4G,BSNL,Bihar,-71.02,5,Yearly Plan,95,13.587018847955878,0
4G,BSNL,Tamil Nadu,-103.23,2,Yearly Plan,48,67.37085624169742,0
4G,BSNL,Andhra Pradesh,-111.4,2,3 Months Plan,96,82.24210850543535,1
4G,BSNL,Rajasthan,-78.33,11,Monthly Plan,76,22.969166841639925,0
4G,BSNL,Karnataka,-85.71,5,Yearly Plan,61,39.65000377882204,0
4G,BSNL,Tamil Nadu,-87.88,8,3 Months Plan,71,40.46650123570193,0
4G,BSNL,Tamil Nadu,-71.54,0,Yearly Plan,11,11.47660030320292,0
4G,BSNL,Telangana,-92.93,0,Yearly Plan,10,50.1217737237816,0
4G,BSNL,Andhra Pradesh,-88.14,5,Monthly Plan,81,41.766655113340114,0
4G,BSNL,Kerala,-111.31,8,Monthly Plan,61,80.7231836571929,0
4G,BSNL,Punjab,-96.41,8,Yearly Plan,58,55.232324758212336,0
4G,BSNL,West Bengal,-106.87,4,Yearly Plan,70,72.37576343979848,1
4G,BSNL,Andhra Pradesh,-103.18,7,Yearly Plan,29,66.07351760894127,1
4G,BSNL,Kerala,-88.43,9,Yearly Plan,75,44.77619237282276,1
4G,BSNL,Telangana,-82.13,13,Yearly Plan,106,30.883172576832973,0
4G,BSNL,Kerala,-84.11,1,Yearly Plan,102,33.31144715943296,0
4G,BSNL,Rajasthan,-95.71,8,Monthly Plan,53,54.35333194129193,0
4G,BSNL,Punjab,-76.44,5,Monthly Plan,84,22.98198705415381,0
4G,BSNL,Madhya Pradesh,-88.16,0,3 Months Plan,47,41.81116598041675,0
4G,BSNL,Punjab,-91.4,9,3 Months Plan,50,43.305440559157255,0
4G,BSNL,Tamil Nadu,-106.13,13,Yearly Plan,25,73.59445944595193,1
4G,BSNL,Uttar Pradesh,-79.95,14,Yearly Plan,103,26.1334365040996,0
4G,BSNL,Telangana,-93.32,0,Monthly Plan,112,51.46353249207697,0
4G,BSNL,Uttar Pradesh,-81.7,9,Monthly Plan,62,30.867126496783403,0
4G,BSNL,Rajasthan,-116.36,4,3 Months Plan,69,90.62493660624924,0
4G,BSNL,Rajasthan,-90.78,3,Yearly Plan,38,44.9325073819184,0
4G,BSNL,Andhra Pradesh,-83.54,9,3 Months Plan,20,33.97899337631224,0
4G,BSNL,West Bengal,-89.39,12,3 Months Plan,115,43.46663572973121,0
4G,BSNL,Uttar Pradesh,-109.57,0,Yearly Plan,56,78.11486378563127,0
4G,BSNL,Punjab,-107.46,0,3 Months Plan,9,76.96551913385927,0
4G,BSNL,Tamil Nadu,-97.99,0,Monthly Plan,114,56.91429723770778,0
4G,BSNL,Maharashtra,-106.93,4,3 Months Plan,26,71.42563194162334,1
4G,BSNL,Gujarat,-96.83,4,3 Months Plan,7,57.44054874032148,0
4G,BSNL,Bihar,-80.32,0,Monthly Plan,18,27.69661528343177,0
4G,BSNL,West Bengal,-73.25,1,Yearly Plan,83,18.78079962287745,0
4G,BSNL,Gujarat,-97.72,8,3 Months Plan,1,59.68209758084373,1
4G,BSNL,Uttar Pradesh,-89.37,0,3 Months Plan,59,44.1031857864516,0
4G,BSNL,Delhi,-110.73,13,Monthly Plan,26,78.78754259041627,1
4G,BSNL,Rajasthan,-87.29,10,Yearly Plan,79,43.00641892608182,0
4G,BSNL,Tamil Nadu,-92.23,4,Monthly Plan,20,49.20613685193323,0
4G,BSNL,Madhya Pradesh,-96.71,7,3 Months Plan,25,57.72019027128369,1
4G,BSNL,Karnataka,-96.68,5,Yearly Plan,97,58.94758937328339,0
4G,BSNL,Karnataka,-85.81,0,3 Months Plan,40,36.368402157262,0
4G,BSNL,Rajasthan,-106.34,4,Yearly Plan,105,72.03264511653107,1
4G,BSNL,Gujarat,-104.85,7,Yearly Plan,81,69.88174449499913,0
4G,BSNL,Bihar,-97.96,9,3 Months Plan,49,59.23470266469679,1
4G,BSNL,Tamil Nadu,-104.84,10,Yearly Plan,87,68.93455043166298,1
4G,BSNL,Kerala,-103.95,0,Monthly Plan,23,70.0427120118107,1
4G,BSNL,West Bengal,-95.31,9,3 Months Plan,108,53.56829824018515,1
4G,BSNL,Andhra Pradesh,-74.36,6,Yearly Plan,4,20.3293848547254,1
4G,BSNL,Uttar Pradesh,-81.73,12,3 Months Plan,44,32.3640525032789,0
4G,BSNL,Punjab,-116.3,13,3 Months Plan,79,90.36851333598752,1
4G,BSNL,Karnataka,-102.53,3,Yearly Plan,107,66.1577786556656,1
4G,BSNL,Punjab,-79.83,7,Yearly Plan,86,27.805297557419017,0
4G,BSNL,Tamil Nadu,-95.57,10,3 Months Plan,48,55.34316917743492,1
4G,BSNL,Karnataka,-73.16,0,3 Months Plan,44,16.23963610555588,0
4G,BSNL,Rajasthan,-77.36,0,Yearly Plan,102,19.51563693534899,0
4G,BSNL,Andhra Pradesh,-98.57,0,Monthly Plan,35,62.000036098683765,0
4G,BSNL,Rajasthan,-73.9,12,3 Months Plan,98,18.687491124454617,0
4G,BSNL,Madhya Pradesh,-97.86,7,3 Months Plan,97,57.40649658948742,1
4G,BSNL,Telangana,-98.0,11,3 Months Plan,81,58.17804031180772,0
4G,BSNL,Kerala,-112.64,0,Monthly Plan,35,82.76928544154312,0
4G,BSNL,Rajasthan,-75.33,4,Monthly Plan,62,18.82626443685625,0
4G,BSNL,Telangana,-92.48,8,Yearly Plan,105,50.15261200660077,1
4G,BSNL,Uttar Pradesh,-83.11,1,3 Months Plan,22,31.91608937894167,0
4G,BSNL,West Bengal,-76.23,14,Yearly Plan,55,22.6726052628817,0
4G,BSNL,Andhra Pradesh,-98.65,5,3 Months Plan,59,57.78973143281424,1
4G,BSNL,Maharashtra,-91.55,0,Monthly Plan,56,47.701764383230014,0
4G,BSNL,Karnataka,-73.53,6,3 Months Plan,10,16.30344304331968,0
4G,BSNL,Bihar,-117.05,13,3 Months Plan,66,91.91968897624896,1
4G,BSNL,Madhya Pradesh,-110.63,13,3 Months Plan,61,79.62770747973724,1
4G,BSNL,Gujarat,-80.44,7,Yearly Plan,62,24.98967751182509,0
4G,BSNL,Gujarat,-105.5,7,Monthly Plan,42,70.43760391931167,1
4G,BSNL,West Bengal,-99.04,10,Yearly Plan,12,58.485627395778494,1
4G,BSNL,Delhi,-97.13,10,Yearly Plan,105,58.076007662742434,1
4G,BSNL,Bihar,-73.93,11,3 Months Plan,28,14.958151824126622,0
4G,BSNL,Delhi,-75.33,10,3 Months Plan,68,17.94012353557706,0
4G,BSNL,Delhi,-78.29,4,3 Months Plan,21,26.215914414035225,0
4G,BSNL,Telangana,-112.15,4,3 Months Plan,118,84.22589689276327,0
4G,BSNL,Kerala,-92.72,0,Yearly Plan,15,49.82361531921701,0
4G,BSNL,Andhra Pradesh,-94.65,15,Yearly Plan,18,50.838710536249785,1
4G,BSNL,Tamil Nadu,-89.9,8,Yearly Plan,12,44.47959483458938,1
4G,BSNL,Andhra Pradesh,-98.91,12,Monthly Plan,41,58.57507158802997,1
4G,BSNL,Andhra Pradesh,-71.85,6,Monthly Plan,39,14.206924714426078,0
