Network_type,Operator,State,Signal_strength_dBm,No_of_Issues_Resolved,Plan_Type,Months_Active,Latency_Score,Customer_Churn
5G,Vi,Andhra Pradesh,-91.05,8,3 Months Plan,54,42.53553464159558,0
4G,Vi,Punjab,-80.16,7,Yearly Plan,12,27.22910941362391,0
4G,Vi,Uttar Pradesh,-81.35,0,3 Months Plan,18,29.509161507211868,0
4G,Vi,Maharashtra,-96.03,13,3 Months Plan,120,53.81994063007187,0
4G,Vi,Telangana,-96.88,11,3 Months Plan,112,57.87748801434185,1
5G,Vi,Rajasthan,-100.24,13,3 Months Plan,11,59.31039676560954,1
4G,Vi,Madhya Pradesh,-86.71,6,3 Months Plan,114,36.08123671278175,0
4G,Vi,Karnataka,-91.56,0,Yearly Plan,94,46.08001458635803,0
5G,Vi,Bihar,-70.18,11,Yearly Plan,12,4.097971841930842,0
4G,Vi,Andhra Pradesh,-93.22,6,Monthly Plan,39,52.03370691285858,0
5G,Vi,Delhi,-117.07,2,Monthly Plan,103,89.49299360943955,0
4G,Vi,Maharashtra,-84.4,6,Yearly Plan,26,34.22929117957095,0
5G,Vi,Punjab,-99.24,6,Yearly Plan,99,58.440335722799865,0
5G,Vi,Maharashtra,-97.2,8,3 Months Plan,118,54.31362612029513,0
4G,Vi,Gujarat,-97.15,0,Yearly Plan,78,58.89019722244896,0
4G,Vi,Uttar Pradesh,-117.01,11,Yearly Plan,89,90.35743357671532,1
4G,Vi,Andhra Pradesh,-101.59,3,Yearly Plan,18,64.56458559317927,1
5G,Vi,Andhra Pradesh,-72.38,12,3 Months Plan,25,6.655292511206201,0
5G,Vi,Delhi,-75.42,0,Yearly Plan,68,13.610855777757283,0
4G,Vi,Madhya Pradesh,-92.48,3,Monthly Plan,22,49.2048598698489,0
4G,Vi,Uttar Pradesh,-84.8,7,3 Months Plan,91,36.189082913410495,0
5G,Vi,Punjab,-113.09,11,Monthly Plan,69,87.21693201168114,1
5G,Vi,Maharashtra,-118.52,0,3 Months Plan,20,95.9483785747012,1
4G,Vi,Kerala,-72.95,3,3 Months Plan,102,14.985930799544162,0
5G,Vi,Delhi,-78.92,4,Monthly Plan,61,20.99306220028273,0
5G,Vi,Madhya Pradesh,-108.0,5,3 Months Plan,91,73.66368906957477,1
5G,Vi,Karnataka,-70.09,0,Monthly Plan,57,6.679244481126316,0
4G,Vi,West Bengal,-111.29,11,Monthly Plan,67,82.85023705037892,1
5G,Vi,West Bengal,-83.02,0,Yearly Plan,53,30.834178924408747,0
4G,Vi,Maharashtra,-75.86,3,3 Months Plan,120,19.40755328287308,0
5G,Vi,Delhi,-112.82,4,Yearly Plan,48,84.53669420362394,0
5G,Vi,Rajasthan,-102.79,11,Yearly Plan,50,62.87746203059089,1
5G,Vi,Andhra Pradesh,-100.12,8,Monthly Plan,73,57.45128261327406,1
5G,Vi,West Bengal,-101.21,12,3 Months Plan,59,60.01808346536743,0
5G,Vi,Maharashtra,-70.94,5,Monthly Plan,108,5.854800328149156,0
4G,Vi,Punjab,-117.79,9,3 Months Plan,74,91.01105512008655,1
4G,Vi,Telangana,-89.9,9,3 Months Plan,13,43.83651176706729,0
4G,Vi,Karnataka,-80.5,0,Yearly Plan,31,29.80911500242521,0
5G,Vi,Madhya Pradesh,-71.88,4,3 Months Plan,52,7.767501157595445,0
4G,Vi,Kerala,-89.33,0,Yearly Plan,51,44.054625670461554,0
4G,Vi,Telangana,-93.0,3,Yearly Plan,102,47.04382164731116,0
4G,Vi,Delhi,-94.95,11,Monthly Plan,92,55.44783446275545,0
5G,Vi,Rajasthan,-111.76,10,3 Months Plan,92,80.96798505386525,1
5G,Vi,Punjab,-110.46,15,3 Months Plan,101,78.38028146235825,1
4G,Vi,Karnataka,-81.82,5,3 Months Plan,30,30.529031094347523,0
4G,Vi,Maharashtra,-106.44,13,Monthly Plan,5,72.85383985581298,1
5G,Vi,Tamil Nadu,-102.2,9,3 Months Plan,9,63.89207219428425,1
4G,Vi,Maharashtra,-70.4,8,Yearly Plan,92,11.04746944884906,0
5G,Vi,Maharashtra,-75.49,3,Monthly Plan,98,15.254714019425178,0
4G,Vi,Rajasthan,-97.01,8,Yearly Plan,110,56.472758436717626,0
5G,Vi,Gujarat,-88.58,0,3 Months Plan,38,38.64001410308157,0
4G,Vi,Delhi,-73.72,7,Monthly Plan,8,14.64436429967436,0
5G,Vi,Kerala,-102.39,3,Monthly Plan,11,64.1088414203383,1
4G,Vi,Rajasthan,-77.84,4,Yearly Plan,108,23.95573888625842,0
4G,Vi,West Bengal,-107.63,5,3 Months Plan,103,73.87955952531283,0
4G,Vi,Kerala,-84.48,0,Monthly Plan,3,34.58205308665888,0
5G,Vi,Uttar Pradesh,-89.23,5,Monthly Plan,74,40.12635634658527,0
4G,Vi,Delhi,-71.72,4,Yearly Plan,64,12.084248760798364,0
4G,Vi,Bihar,-72.31,9,Yearly Plan,10,11.637761638695949,0
4G,Vi,Kerala,-104.07,4,Yearly Plan,14,68.53013527645892,1
4G,Vi,Uttar Pradesh,-92.84,2,Yearly Plan,99,49.59482933618207,0
5G,Vi,Uttar Pradesh,-105.67,0,Monthly Plan,18,69.0127956701502,0
4G,Vi,Uttar Pradesh,-105.94,11,Monthly Plan,47,69.89751295802158,1
4G,Vi,Bihar,-99.69,12,Yearly Plan,111,61.31164038255601,1
4G,Vi,Punjab,-119.95,0,Yearly Plan,108,95.40024704102144,0
4G,Vi,Bihar,-97.05,6,Yearly Plan,53,55.64420817459408,1
5G,Vi,Kerala,-114.67,7,Monthly Plan,10,85.39845447398686,1
4G,Vi,West Bengal,-93.46,9,3 Months Plan,86,50.759470181702326,0
5G,Vi,Telangana,-105.68,3,Monthly Plan,16,70.33845398199912,0
5G,Vi,Bihar,-104.34,9,Yearly Plan,3,66.58455426647524,1
4G,Vi,Uttar Pradesh,-74.1,2,Yearly Plan,39,17.16694117480345,0
4G,Vi,Bihar,-112.03,11,Monthly Plan,38,83.03302962212851,1
5G,Vi,Madhya Pradesh,-95.46,7,Monthly Plan,118,54.646155584776615,0
4G,Vi,Maharashtra,-101.8,11,Monthly Plan,48,65.75460933277296,1
4G,Vi,Tamil Nadu,-112.85,7,3 Months Plan,38,82.72436108167831,1
4G,Vi,Uttar Pradesh,-117.5,3,Monthly Plan,19,92.09816380245968,1
4G,Vi,Uttar Pradesh,-113.54,0,Yearly Plan,20,83.43659594324734,1
4G,Vi,Telangana,-112.27,8,3 Months Plan,63,81.15961196666113,1
5G,Vi,Rajasthan,-79.77,6,3 Months Plan,59,21.77873230738216,0
5G,Vi,West Bengal,-86.87,6,Yearly Plan,63,34.921801954141166,1
4G,Vi,Andhra Pradesh,-89.56,10,Monthly Plan,51,42.65961951485853,1
4G,Vi,Telangana,-105.3,3,Yearly Plan,58,68.32366327665666,1
4G,Vi,Karnataka,-79.24,11,Yearly Plan,86,26.57940339861013,0
4G,Vi,West Bengal,-77.89,3,Yearly Plan,39,24.830864176891943,0
4G,Vi,Madhya Pradesh,-116.05,0,Yearly Plan,7,88.61069330495329,1
5G,Vi,Delhi,-73.06,5,3 Months Plan,98,10.888598381048164,0
4G,Vi,Andhra Pradesh,-115.49,12,Monthly Plan,75,86.10186960349007,1
4G,Vi,Punjab,-101.76,3,Yearly Plan,9,62.900453612866514,1
5G,Vi,Rajasthan,-91.36,14,Yearly Plan,39,44.63429912612328,0
4G,Vi,Uttar Pradesh,-113.24,10,Monthly Plan,59,83.91629648139056,1
5G,Vi,Delhi,-108.5,0,3 Months Plan,87,75.26222526809377,0
4G,Vi,Kerala,-116.19,8,Monthly Plan,73,87.54529988398205,1
4G,Vi,Karnataka,-101.43,8,Yearly Plan,56,64.48772459294263,1
4G,Vi,Karnataka,-80.23,0,Yearly Plan,83,26.75371804281928,0
5G,Vi,West Bengal,-92.79,8,Yearly Plan,105,45.08750711114878,0
4G,Vi,Uttar Pradesh,-116.16,11,Monthly Plan,116,90.6515498711203,1
5G,Vi,Uttar Pradesh,-97.54,0,Yearly Plan,32,56.85852278768159,0
4G,Vi,Kerala,-112.7,9,Monthly Plan,113,83.5356798011088,1
4G,Vi,West Bengal,-82.02,8,Monthly Plan,69,29.48955726796536,0
4G,Vi,Delhi,-82.77,0,3 Months Plan,19,33.20753885329372,0
4G,Vi,Gujarat,-108.03,2,Monthly Plan,24,75.34934125287636,1
4G,Vi,Rajasthan,-73.3,9,Yearly Plan,20,15.440755164818444,0
4G,Vi,West Bengal,-72.28,1,3 Months Plan,63,12.091776958010966,0
4G,Vi,Karnataka,-107.22,0,Yearly Plan,107,72.84540548870726,0
5G,Vi,Telangana,-82.67,10,3 Months Plan,59,29.01481986161245,0
4G,Vi,Telangana,-78.88,8,Monthly Plan,112,26.20445010845809,0
5G,Vi,Kerala,-102.59,12,3 Months Plan,104,62.03085626783722,1
5G,Vi,Andhra Pradesh,-78.07,3,3 Months Plan,9,17.260421532326585,0
5G,Vi,Delhi,-104.78,12,Yearly Plan,113,66.90394292197236,1
4G,Vi,Punjab,-100.73,4,3 Months Plan,60,61.26676684681279,0
4G,Vi,Tamil Nadu,-115.21,0,3 Months Plan,91,88.78163921923124,0
4G,Vi,Rajasthan,-92.01,4,3 Months Plan,20,49.402399075553554,0
5G,Vi,Kerala,-88.13,3,3 Months Plan,13,36.74380529363984,0
4G,Vi,Madhya Pradesh,-75.88,11,Monthly Plan,61,18.33867585622158,0
4G,Vi,Karnataka,-102.48,7,Monthly Plan,65,65.66483430411772,0
5G,Vi,Bihar,-77.02,5,Monthly Plan,100,19.168945148375364,0
4G,Vi,Tamil Nadu,-76.99,1,Monthly Plan,33,22.6239645920134,0
4G,Vi,Tamil Nadu,-87.69,6,Yearly Plan,56,38.92075052586873,0
5G,Vi,Punjab,-115.82,15,Yearly Plan,29,86.16822481997248,1
5G,Vi,Punjab,-97.71,10,3 Months Plan,82,54.76218671202708,0
5G,Vi,Telangana,-87.59,3,Monthly Plan,90,35.14393532904319,0
4G,Vi,Tamil Nadu,-78.59,5,Yearly Plan,89,23.943073583219217,0
4G,Vi,Bihar,-83.8,0,Monthly Plan,28,35.65688522935767,0
4G,Vi,Bihar,-104.15,4,3 Months Plan,4,69.40916278781025,1
5G,Vi,Telangana,-95.45,5,3 Months Plan,115,52.12763143621005,0
4G,Vi,Tamil Nadu,-95.68,3,3 Months Plan,27,56.90450499664207,0
5G,Vi,Madhya Pradesh,-107.71,12,Yearly Plan,72,74.78370262391545,1
5G,Vi,West Bengal,-91.36,9,Yearly Plan,70,43.75094916588062,0
5G,Vi,Maharashtra,-105.45,10,Yearly Plan,60,67.58357948732828,0
5G,Vi,Telangana,-115.44,2,Monthly Plan,50,88.81721107928367,0
4G,Vi,Delhi,-84.5,8,Yearly Plan,25,34.255545243719695,0
5G,Vi,Madhya Pradesh,-112.68,12,Monthly Plan,25,84.10902408454682,1
5G,Vi,Delhi,-118.76,12,Yearly Plan,55,93.9639896371842,1
5G,Vi,Karnataka,-97.52,0,3 Months Plan,70,55.888362268801,0
5G,Vi,Rajasthan,-95.65,0,Yearly Plan,94,52.32587314404903,0
5G,Vi,Uttar Pradesh,-82.18,9,3 Months Plan,18,25.68891097624004,0
5G,Vi,Uttar Pradesh,-91.0,12,Yearly Plan,19,45.24166409027914,0
5G,Vi,Andhra Pradesh,-84.93,0,Yearly Plan,40,32.478269213922886,0
4G,Vi,Madhya Pradesh,-108.16,0,Monthly Plan,74,75.82386740890084,0
4G,Vi,Bihar,-96.43,7,Yearly Plan,80,52.81938320146467,0
4G,Vi,Maharashtra,-94.91,4,3 Months Plan,106,52.524531271822624,0
4G,Vi,Punjab,-106.66,0,Monthly Plan,45,72.63191106491773,0
5G,Vi,Gujarat,-102.58,7,Yearly Plan,101,63.44660958435488,0
5G,Vi,Rajasthan,-88.18,4,3 Months Plan,33,37.87282506689316,0
4G,Vi,Telangana,-93.46,0,3 Months Plan,8,50.08583372680655,0
4G,Vi,Telangana,-85.98,0,3 Months Plan,22,38.55331512435015,0
5G,Vi,Madhya Pradesh,-111.17,8,3 Months Plan,15,81.37994347731652,1
5G,Vi,Punjab,-103.19,6,Yearly Plan,92,65.81797611205718,1
5G,Vi,Bihar,-94.12,1,Monthly Plan,45,50.613556060947694,0
5G,Vi,Tamil Nadu,-118.89,4,Monthly Plan,38,92.25690467569058,1
5G,Vi,Madhya Pradesh,-79.27,3,Yearly Plan,14,23.738164084189147,0
4G,Vi,Delhi,-99.88,2,Yearly Plan,48,64.07326952185961,0
5G,Vi,Rajasthan,-104.19,3,Monthly Plan,25,66.0223393956445,0
4G,Vi,Uttar Pradesh,-96.14,1,Monthly Plan,33,54.36414244465941,0
5G,Vi,Madhya Pradesh,-100.02,7,Yearly Plan,46,59.68901050819333,0
4G,Vi,Rajasthan,-83.94,1,Monthly Plan,22,35.11669913113651,0
5G,Vi,Uttar Pradesh,-70.4,4,3 Months Plan,74,4.804533779835441,0
4G,Vi,Karnataka,-77.47,10,Monthly Plan,64,23.719604080311296,0
5G,Vi,Madhya Pradesh,-105.43,11,Yearly Plan,109,69.73850152148233,1
5G,Vi,Karnataka,-80.54,0,3 Months Plan,9,22.54764613349096,0
4G,Vi,Delhi,-113.49,8,Yearly Plan,26,85.96543431479815,1
4G,Vi,Karnataka,-93.73,12,Yearly Plan,100,49.42756026948857,0
4G,Vi,Kerala,-70.75,11,Yearly Plan,92,10.62979334674117,0
4G,Vi,West Bengal,-108.87,0,3 Months Plan,59,76.08012392100323,0
5G,Vi,Bihar,-116.08,0,3 Months Plan,84,88.81890998666093,0
5G,Vi,Uttar Pradesh,-71.71,5,3 Months Plan,109,6.611815801639335,0
5G,Vi,Karnataka,-119.57,7,Yearly Plan,117,94.168846014356,1
5G,Vi,Maharashtra,-80.59,4,Yearly Plan,118,22.92171285250172,0
5G,Vi,Telangana,-104.46,9,Yearly Plan,31,66.61173954684214,1
5G,Vi,Madhya Pradesh,-109.96,9,3 Months Plan,96,80.55530761739386,1
4G,Vi,Delhi,-91.27,3,3 Months Plan,83,47.53930191671048,0
5G,Vi,Andhra Pradesh,-71.22,9,Monthly Plan,104,6.464248403679007,0
5G,Vi,Karnataka,-87.52,10,Yearly Plan,93,36.65845983804565,0
5G,Vi,Uttar Pradesh,-86.24,9,Yearly Plan,91,35.040906093900745,1
5G,Vi,Bihar,-95.6,4,Yearly Plan,88,52.48925442641632,0
5G,Vi,Uttar Pradesh,-79.43,0,Yearly Plan,89,21.74339992960609,0
4G,Vi,Rajasthan,-84.61,5,3 Months Plan,65,34.51716734867679,0
5G,Vi,Maharashtra,-108.24,6,Yearly Plan,33,76.7233911387929,1
4G,Vi,Tamil Nadu,-116.8,6,Yearly Plan,29,88.59349672944666,1
4G,Vi,West Bengal,-112.21,9,Monthly Plan,89,84.49349778575201,1
4G,Vi,Karnataka,-101.74,3,Monthly Plan,5,62.78288453467362,0
4G,Vi,Delhi,-113.24,12,Yearly Plan,114,81.72131848684816,1
4G,Vi,Madhya Pradesh,-88.57,0,3 Months Plan,49,44.5402282459732,0
4G,Vi,Madhya Pradesh,-93.45,11,Monthly Plan,17,50.43945854836773,0
5G,Vi,Bihar,-88.56,13,Yearly Plan,118,38.88866337563798,0
4G,Vi,West Bengal,-110.73,2,Yearly Plan,102,81.2275654796072,1
4G,Vi,Tamil Nadu,-105.61,10,Monthly Plan,105,70.33066944071034,1
5G,Vi,Bihar,-79.63,2,Monthly Plan,31,21.9734829678385,0
5G,Vi,Rajasthan,-103.25,0,Monthly Plan,50,62.76000853555372,0
4G,Vi,Maharashtra,-116.24,9,Yearly Plan,13,87.86682882878407,1
5G,Vi,Karnataka,-115.02,11,Monthly Plan,41,87.64294675190719,1
4G,Vi,Tamil Nadu,-91.89,5,3 Months Plan,11,48.589536500894745,0
5G,Vi,Maharashtra,-81.41,1,Monthly Plan,71,25.00392349160504,0
4G,Vi,Kerala,-77.44,1,Yearly Plan,79,22.69236780500169,0
5G,Vi,Madhya Pradesh,-116.25,5,Yearly Plan,67,88.07904557820308,1
4G,Vi,Tamil Nadu,-115.79,3,3 Months Plan,38,90.01758362360812,0
5G,Vi,Bihar,-86.35,0,3 Months Plan,49,35.36510858414004,0
5G,Vi,Delhi,-103.96,2,Monthly Plan,101,69.11932612031781,1
4G,Vi,Bihar,-101.41,8,Yearly Plan,106,63.66188632515106,1
5G,Vi,Karnataka,-99.78,5,Yearly Plan,3,56.11209787419684,0
5G,Vi,Gujarat,-113.75,0,Monthly Plan,46,84.8995110912152,0
4G,Vi,Bihar,-114.54,0,Yearly Plan,43,86.9411273994069,0
5G,Vi,Tamil Nadu,-116.61,12,Yearly Plan,58,89.9498380516608,1
5G,Vi,Punjab,-82.87,2,3 Months Plan,101,27.789642079969024,0
4G,Vi,Karnataka,-112.33,0,3 Months Plan,87,80.52060861622633,0
5G,Vi,Karnataka,-74.14,10,Monthly Plan,57,14.304139803987631,0
4G,Vi,Delhi,-91.58,7,Monthly Plan,57,45.27046904536619,0
5G,Vi,Rajasthan,-104.05,0,Monthly Plan,70,67.26622646163948,0
5G,Vi,Bihar,-106.26,0,Monthly Plan,94,69.82628349098651,0
5G,Vi,Bihar,-105.91,0,Yearly Plan,98,69.89093513487634,0
4G,Vi,Andhra Pradesh,-106.44,11,Monthly Plan,34,73.89832468040483,1
5G,Vi,West Bengal,-77.03,7,Monthly Plan,45,18.15709921214547,0
5G,Vi,Tamil Nadu,-108.87,10,Yearly Plan,118,75.67403552970141,1
4G,Vi,Maharashtra,-80.78,3,3 Months Plan,3,28.238512665771715,0
4G,Vi,Kerala,-108.84,7,Yearly Plan,30,75.38360732934946,1
4G,Vi,Tamil Nadu,-76.59,4,Yearly Plan,33,22.25338908501281,0
5G,Vi,Rajasthan,-83.61,7,Monthly Plan,52,28.19422380289797,0
4G,Vi,Punjab,-118.94,12,3 Months Plan,19,94.42679718079492,1
5G,Vi,Maharashtra,-96.22,11,Yearly Plan,83,51.31473625551544,0
5G,Vi,West Bengal,-107.59,13,Yearly Plan,16,71.94210365422273,1
5G,Vi,Delhi,-71.6,12,3 Months Plan,15,8.832832648689514,0
4G,Vi,Uttar Pradesh,-89.16,1,3 Months Plan,60,43.08864520969994,0
5G,Vi,Karnataka,-98.2,1,3 Months Plan,73,55.89417927622955,0
4G,Vi,Rajasthan,-116.24,0,Monthly Plan,58,89.30170336018473,0
5G,Vi,Karnataka,-76.28,3,Yearly Plan,84,19.642403538875268,0
5G,Vi,Gujarat,-107.75,10,Monthly Plan,91,73.62087900537283,1
5G,Vi,Telangana,-115.59,8,Monthly Plan,103,88.68133115313182,1
5G,Vi,Maharashtra,-108.65,0,Yearly Plan,93,77.07235007118197,1
5G,Vi,West Bengal,-107.72,12,3 Months Plan,93,71.48981821040104,1
5G,Vi,Gujarat,-102.47,10,Monthly Plan,102,64.62777544298385,1
4G,Vi,Kerala,-86.61,10,Monthly Plan,71,41.72215038703124,1
5G,Vi,Madhya Pradesh,-91.86,3,Monthly Plan,118,45.695209737314975,0
5G,Vi,Punjab,-116.32,10,Yearly Plan,43,89.00042339478563,1
4G,Vi,Tamil Nadu,-103.46,12,Monthly Plan,117,67.25501136967804,1
5G,Vi,West Bengal,-113.56,13,3 Months Plan,8,84.39347954311076,1
5G,Vi,Tamil Nadu,-90.39,3,3 Months Plan,7,44.00216287502644,0
4G,Vi,Karnataka,-112.5,8,3 Months Plan,71,86.04596459348375,0
5G,Vi,Bihar,-114.49,10,Monthly Plan,76,82.93148794861358,1
4G,Vi,Telangana,-89.03,3,Monthly Plan,97,41.1501589940027,0
4G,Vi,Madhya Pradesh,-119.31,11,Monthly Plan,56,95.71874734944966,1
5G,Vi,Andhra Pradesh,-114.57,0,3 Months Plan,47,86.94476631454523,1
5G,Vi,Kerala,-114.08,0,Yearly Plan,88,84.82302970217197,0
4G,Vi,Uttar Pradesh,-73.53,14,Yearly Plan,9,17.360951001641414,0
5G,Vi,Rajasthan,-81.73,15,Yearly Plan,118,26.862885002771154,0
4G,Vi,Telangana,-94.45,10,Monthly Plan,25,50.14301059512355,1
5G,Vi,Gujarat,-107.18,7,Monthly Plan,106,72.9651786811918,1
4G,Vi,West Bengal,-107.27,7,3 Months Plan,49,71.923990263368,1
5G,Vi,Rajasthan,-79.51,6,3 Months Plan,70,22.0674344999068,0
4G,Vi,Andhra Pradesh,-70.12,15,Monthly Plan,77,8.976415746544161,0
4G,Vi,Uttar Pradesh,-100.49,0,Yearly Plan,45,63.15431923853841,0
4G,Vi,Gujarat,-89.85,11,3 Months Plan,70,41.69798561224289,0
4G,Vi,Telangana,-73.78,9,Monthly Plan,112,15.934341112077275,0
4G,Vi,Maharashtra,-71.06,8,3 Months Plan,69,13.837285238982608,0
5G,Vi,Karnataka,-74.38,3,Monthly Plan,72,11.60175457494677,0
5G,Vi,Tamil Nadu,-114.46,5,Yearly Plan,13,88.33711510960818,1
5G,Vi,Karnataka,-82.43,12,Yearly Plan,13,27.57926938502542,0
5G,Vi,Maharashtra,-102.95,2,Yearly Plan,54,66.5690872275962,0
4G,Vi,Maharashtra,-110.03,7,3 Months Plan,74,79.98948528890361,1
5G,Vi,Kerala,-72.1,11,Monthly Plan,88,8.399601326294585,0
5G,Vi,Karnataka,-104.35,13,Yearly Plan,44,66.86414534424702,1
4G,Vi,Madhya Pradesh,-77.47,0,Monthly Plan,38,22.830097897442467,0
4G,Vi,Telangana,-91.59,0,Monthly Plan,14,47.12593423140926,0
4G,Vi,Punjab,-91.26,5,Yearly Plan,76,45.08047098713482,0
5G,Vi,Telangana,-107.25,0,3 Months Plan,18,75.03182898913731,0
5G,Vi,Maharashtra,-79.77,11,3 Months Plan,53,25.99231868550112,0
5G,Vi,Madhya Pradesh,-91.83,0,Yearly Plan,47,45.42905658531826,0
5G,Vi,Maharashtra,-82.41,12,3 Months Plan,61,29.342273861137453,0
4G,Vi,Maharashtra,-75.31,11,Monthly Plan,102,20.349254400385306,0
5G,Vi,Bihar,-86.29,6,Yearly Plan,66,34.85546408576401,1
5G,Vi,Madhya Pradesh,-104.26,5,Yearly Plan,27,68.07893959439996,1
5G,Vi,Andhra Pradesh,-118.11,1,3 Months Plan,30,95.26607079728238,1
4G,Vi,Punjab,-102.08,9,Yearly Plan,89,68.40992600038894,1
5G,Vi,Maharashtra,-81.21,0,Yearly Plan,24,26.04513177663944,0
5G,Vi,Delhi,-93.38,2,Monthly Plan,18,48.44384902282752,0
5G,Vi,Rajasthan,-82.04,0,3 Months Plan,107,28.195944755805307,0
4G,Vi,Telangana,-88.89,9,3 Months Plan,64,43.44863023160952,0
4G,Vi,Bihar,-98.95,11,3 Months Plan,78,58.530736787309245,1
4G,Vi,Bihar,-77.97,0,Yearly Plan,72,25.449781092133467,0
4G,Vi,Gujarat,-84.21,8,Yearly Plan,39,34.161212983020285,0
5G,Vi,Punjab,-81.79,12,Monthly Plan,58,28.69180317138949,0
5G,Vi,Gujarat,-105.34,2,3 Months Plan,17,69.42001681988853,0
5G,Vi,West Bengal,-111.01,4,Yearly Plan,20,78.68508631680088,1
5G,Vi,Andhra Pradesh,-106.92,12,3 Months Plan,101,70.84515547868723,1
4G,Vi,Karnataka,-83.12,0,3 Months Plan,21,33.97496650325541,0
5G,Vi,West Bengal,-99.36,10,Yearly Plan,43,58.14238737207869,0
5G,Vi,Maharashtra,-85.4,10,Yearly Plan,29,32.75002771761668,0
5G,Vi,Kerala,-114.52,6,3 Months Plan,63,85.63903149577116,1
4G,Vi,Punjab,-70.64,10,3 Months Plan,72,9.319859332131925,0
4G,Vi,West Bengal,-113.17,3,3 Months Plan,9,85.9893342206685,1
4G,Vi,Kerala,-73.39,12,Yearly Plan,111,17.64396199662109,0
5G,Vi,Punjab,-89.65,8,3 Months Plan,109,40.48197084053965,1
4G,Vi,Madhya Pradesh,-74.67,11,Yearly Plan,10,20.31893210303225,0
4G,Vi,Bihar,-110.36,2,Yearly Plan,105,79.44516494498785,1
5G,Vi,Bihar,-89.56,0,Monthly Plan,10,41.24590982319149,0
5G,Vi,Karnataka,-108.1,4,Yearly Plan,117,76.01926637777885,0
4G,Vi,Kerala,-74.24,4,3 Months Plan,78,17.896568603150843,0
4G,Vi,Tamil Nadu,-108.05,1,Yearly Plan,34,75.02288111620575,1
5G,Vi,Andhra Pradesh,-82.27,8,Monthly Plan,89,27.43670621707665,0
4G,Vi,Uttar Pradesh,-106.44,4,Monthly Plan,48,73.40320691542917,0
5G,Vi,Telangana,-116.77,12,Yearly Plan,104,92.326033544377,1
4G,Vi,Tamil Nadu,-102.37,14,3 Months Plan,89,68.31521266954962,1
5G,Vi,Delhi,-95.6,12,Monthly Plan,94,48.07657403253155,0
5G,Vi,Maharashtra,-102.67,4,Monthly Plan,51,64.40995832571674,0
5G,Vi,Punjab,-114.01,12,3 Months Plan,54,86.2698408545245,1
4G,Vi,Uttar Pradesh,-98.83,11,3 Months Plan,21,60.21850258428773,1
5G,Vi,Uttar Pradesh,-73.16,0,3 Months Plan,57,11.216120470409608,0
5G,Vi,Gujarat,-77.29,3,Monthly Plan,87,20.579939887309845,0
5G,Vi,Gujarat,-94.88,8,Yearly Plan,41,46.77369419262418,0
4G,Vi,Uttar Pradesh,-105.89,9,Monthly Plan,112,72.41840635554914,1
5G,Vi,Madhya Pradesh,-109.25,3,Yearly Plan,27,76.19449064622276,0
4G,Vi,West Bengal,-119.46,14,Monthly Plan,41,93.94486802314482,1
5G,Vi,Kerala,-95.31,9,Monthly Plan,108,51.396464971040025,0
4G,Vi,Rajasthan,-111.75,8,Yearly Plan,8,80.69481410010239,1
4G,Vi,Karnataka,-83.65,9,3 Months Plan,54,33.916991741279254,1
5G,Vi,Tamil Nadu,-94.02,11,Yearly Plan,88,48.35870222821489,1
5G,Vi,Tamil Nadu,-78.31,4,Yearly Plan,92,21.843750148130344,0
5G,Vi,Tamil Nadu,-86.88,12,Monthly Plan,21,33.343128945286765,1
4G,Vi,Maharashtra,-111.77,5,Yearly Plan,114,82.25799528654477,1
5G,Vi,Telangana,-119.01,8,Monthly Plan,77,95.23446322891598,1
5G,Vi,Bihar,-96.01,6,Yearly Plan,35,53.824778420426455,0
5G,Vi,Telangana,-98.83,0,Monthly Plan,29,57.68520913678118,0
4G,Vi,Punjab,-81.06,6,Yearly Plan,46,29.351333574676204,0
4G,Vi,Rajasthan,-100.95,10,3 Months Plan,21,64.54846894966705,1
4G,Vi,Uttar Pradesh,-108.57,0,Monthly Plan,69,76.6696877691245,0
5G,Vi,West Bengal,-99.23,13,Monthly Plan,29,55.8836045720488,0
4G,Vi,Punjab,-92.5,12,Yearly Plan,83,49.25653728447284,0
5G,Vi,Bihar,-110.36,0,Yearly Plan,11,76.90424222857614,1
5G,Vi,Telangana,-97.52,12,Yearly Plan,49,54.62963094983396,0
4G,Vi,Andhra Pradesh,-100.35,5,3 Months Plan,49,64.19744237862776,1
4G,Vi,Maharashtra,-81.35,2,Yearly Plan,92,29.045712712724136,0
5G,Vi,Rajasthan,-97.04,12,Monthly Plan,52,54.25017509537378,0
4G,Vi,Madhya Pradesh,-109.65,3,Yearly Plan,49,77.64740180794392,1
4G,Vi,Karnataka,-75.44,8,Monthly Plan,40,17.32558130622734,0
4G,Vi,Tamil Nadu,-74.57,12,3 Months Plan,28,16.902137086343288,0
4G,Vi,Telangana,-89.39,9,Yearly Plan,53,41.56464673939914,1
4G,Vi,West Bengal,-75.75,11,3 Months Plan,27,20.04313590773557,0
4G,Vi,Maharashtra,-93.07,9,Yearly Plan,6,49.960235211659146,1
4G,Vi,Uttar Pradesh,-77.48,6,Yearly Plan,60,24.936669661248,1
4G,Vi,Maharashtra,-77.76,11,Yearly Plan,74,24.15568203219648,0
4G,Vi,Gujarat,-101.54,3,Monthly Plan,88,64.21216540331646,1
4G,Vi,Rajasthan,-112.28,10,3 Months Plan,68,82.34300547851538,1
